isHate;comment
0;"course it goes both ways, I&#39;m Irish and white but my family and ancestors got treated like black ppl in America there used to be signs No Digs No Irish No blacks, but still being white and reporting a racial attack would be laughed at, so it doesn&#39;t get spoken about either cos sometimes I&#39;ve been embarrassed to be white even though my family endured the same suffering, we got to leave it in past so many of us get on great there&#39;s a minority that ate still fighting or getting brought up with old ideas and beliefs, I had a teen tell me the kkk have nothing against black ppl or Jews? kids these days don&#39;t know what type of person they are or how to respect themselves before anyone else.ï»¿"
1;fucking savage monkeysï»¿
1;sad but true black people are this stupid and nieve good video andyï»¿
0;"I love it when black people say they can&#39;t be racist and try to  dodge the fact simply based on color.<br />Anyone can be racist, I don&#39;t care if you&#39;re white black pink purple or James P Sullivan you can be racist.ï»¿"
0;that  is the family dollar by my house omg!!!!ï»¿
1;Look at all the cowardly whites sitting around taking that.  They should have beat that younger black guy down.  Bunch of cowards.ï»¿
0;All lives matter. Why is the world like this? Why is there so much hate?ï»¿
0;"I see the logic of the Argument ...yet my question is if Nubians can be racist then does that make those who commit violence in the name of Racism; Racist Terrorist? I ask because...throughout history I see many examples of Murder/Bombings / Lynching / Castration /Slavery coming from only one segment of our American population. Wierder still many of these cases with little to no repercussions for said action &amp; it seems to originate from one segment of the American population shouldn&#39;t  that segment be considered racist terrorist then? Let&#39;s be clear there is only one population (in America) who kills out of the hatred of race.ï»¿"
1;"Look at the black lives matter movement <br />&quot;We Want Dead Cops&quot;<br />&quot;He white beat him up&quot;<br />&quot;Kill your white babies&quot;ï»¿"
0;NOTHING HAPPENS IN THIS VIDEO!!!!!!!!!!!!!!<br />Knuckle sandwich means punch.  There in no fucking punch in this video!!ï»¿
1;"lololololollolollol...would have followed her out the door then beat the fuck out of her...skin color don&#39;t matter when you acting like a retard.ï»¿"
1;looking at the slavery question there is one thing that cannot be disputed, it get shit done - look at the fucking pyramids.. its a horrible thing to do to a human being but guess what, there were many Pharos of Egypt that were black and they too had slaves :) eat shit you racist fucking cunt XDï»¿
0;Majority Islamic countries ( Indonesia, Pakistan, Egypt, Bangladesh, Iran, Turkey, Iraq, Somalia, Syria, Yemen, Senegal, Palestine, Niger, Libya, Mali, Jordan, Algeria ) are some of the most backward, primitive hellholes in the world. They areÂ  examples of how Allah rewards his followers. Whereas countries with less than 5% Muslims ( USA, UK ,Australia, Canada, Norway, Switzerland, Â Japan, Netherlands, Denmark ) have a high standard of living and are far more advanced in every way.ï»¿
1;"I know islam. but I don&#39;t have to know or understand something that&#39;s bad for me. I can look at islam, and I know that it&#39;s evil.ï»¿"
0;HEY WHATS UP GUYS ITS JOEY SHALEDSï»¿
0;Cars, cars, cars, cars...ï»¿
0;Cars, cars, cars, cars...ï»¿
0;"Happy Valentines Day everyone!!!!!!!<br /><br />It&#39;s heart month, what is the condition of your heart?<br /><br />Jer. 17:9<br />&quot;The heart is deceitful above all things, and desperately wicked: who can know it? I the LORD search the heart, I try the reins, even to give every man according to his ways, and according to the fruit of his doings.&quot;<br />1 Kings <a href=""http://www.youtube.com/watch?v=C3I9CwMcPfs&amp;t=8m58s"">8:58</a><br />&quot;That he may incline our hearts unto Him, to walk in all His ways, and to keep His commandments, and His statutes, and His judgements, which He commanded our fathers.&quot;<br />Joel <a href=""http://www.youtube.com/watch?v=C3I9CwMcPfs&amp;t=2m12s"">2:12</a>, 13<br />&quot;Therefore also now, saith the LORD, turn ye even to me with all your heart, and with fasting, and with weeping, and with mourning: And rend you heart, and not your garments, and turn unto the LORD your God: for he is gracious and merciful, slow to anger, and of great kindness, and repenteth him of the evil.&quot;<br />2 Thes. 3:5<br />&quot;And the Lord direct your hearts into the love of God, and into the patient waiting for Christ.&quot;"
0;"Happy Valentines Day everyone!!!!!!!<br /><br />It&#39;s heart month, what is the condition of your heart?<br /><br />Jer. 17:9<br />&quot;The heart is deceitful above all things, and desperately wicked: who can know it? I the LORD search the heart, I try the reins, even to give every man according to his ways, and according to the fruit of his doings.&quot;<br />1 Kings <a href=""http://www.youtube.com/watch?v=C3I9CwMcPfs&amp;t=8m58s"">8:58</a><br />&quot;That he may incline our hearts unto Him, to walk in all His ways, and to keep His commandments, and His statutes, and His judgements, which He commanded our fathers.&quot;<br />Joel <a href=""http://www.youtube.com/watch?v=C3I9CwMcPfs&amp;t=2m12s"">2:12</a>, 13<br />&quot;Therefore also now, saith the LORD, turn ye even to me with all your heart, and with fasting, and with weeping, and with mourning: And rend you heart, and not your garments, and turn unto the LORD your God: for he is gracious and merciful, slow to anger, and of great kindness, and repenteth him of the evil.&quot;<br />2 Thes. 3:5<br />&quot;And the Lord direct your hearts into the love of God, and into the patient waiting for Christ.&quot;"
1;"fuck ya about fucking time fake news !!! kills my family member and somehow he&#39;s tearing Familiys apart .. fuck u"
0;"wow 8 to 9 million. Barack Obama&#39;s deportation numbers were inflated by using turnarounds as deportations most intelligent people who are in the deportation and understanding deportation know this for a fact"
0;No mames mucha razon
0;May Allah make it easy. Ameen!
0;need subtitle please if you can then do .. allah will solve your problem
0;Whatever muslim country you go to, either the people either live substandard or they subsist.
0;"trump has been declared &#39;mentally ill&#39; by 5 senior psychiatrists within the white house..."
1;"i know you explain the history and it&#39;s seem like you do it for the kids, you skipped the name of tax, the dirty tactics he used to win but war is all fair to be fair, skipped the fact that anybody other then Muslim is filthy, the fact if you did not pay the game, well you would be killed. i love how you said lies, like that the quran says that religion must not be an act of compulsion, then continue to says people who converted paid less tax, what a play on words."
1;where is Mumbai attack u fucking assholes
0;if Trump is in trouble. you know who to call..... The A Team. ð
0;"I think it&#39;s highly disrespectful that Trump thinks that he is a dictator and he forgot about the 9th Circuit Court he forgot that there are people above him he think that he is a dictator this is the thing about the president he is off face he doesn&#39;t write laws he signs laws and that&#39;s about a month and that is what people were so angry about Obama using all this executive power the way that are branches supposed to work is Congress rights laws and the present either signs them or Vito&#39;s that he doesn&#39;t take executive order to make a travel ban he&#39;s not supposed to and that&#39;s where the 9th Circuit Court stepped in and I highly agree you don&#39;t write laws you don&#39;t make laws the president of the United States are signs or vetoes it is Congress that rights laws that congress do their job and let you just sit there and smile and sign awake and stop trying to be a dictator get the hell out because if he keeps this b*<b>****</b> up he&#39;s going to get himself impeached which trust me that should have already happened"
0;Maybe we will now have FAIR elections in our own country!
0;"Thats a good way to put it &quot; Sanity Has Spoken &quot; and i agree President Trump knows what he is doing...i think he is the smartest and most sincere president in modern history"
0;GOD BLESS PRESIDENT TRUMP HE IS MY PRESIDENT.GO TRUMP BUILD THAT WALL AND MAGA
0;Lol
1;The LGBT community is fucked. Nothing wrong with being homosexual but wanting to change your gender is mental illness.
0;"I love how nobody has seen Donald Drumpf coming. Just like he didn&#39;t see those Russian Prostitutes"
0;"What determines a person&#39;s sex: A biological body part (the one you are born with)  or sexual preference? one is a lie, and the other one is truth."
1;"How about you get real with your fake fucking selves and tell the truth that the normal minded society are the ones being discriminated against you pieces of pig shit! I can&#39;t stand fake fucking cowards who lie constantly and too much of a bitch to be honest."
0;"Didn&#39;t Jesus say &quot;love thy gay neighbour&quot;?"
0;"Can someone please explain the &quot;Our Lady of Perpetual Exemption&quot; joke? I feel left out!"
0;May I just say: <br />I wish for the peace between a majority of lgtb and hetro communities so.
1;"You should be allowed to be gay. You should also be allowed to hate gay people. That&#39;s freedom; I can be myself and people can hate me for it. I believe it is my full right to jack off to Chris Hemsworth, and I believe it is a business&#39;s right to not serve me for that. It might not be &quot;right&quot;, but its fair, and freedom doesn&#39;t discriminate on ethics."
0;"Caroline&#39;s Cakes in Annapolis, MD does gay wedding cakes because they don&#39;t want to turn down money. But damn. I used to work there, and I remember the co-owner once saying (on the topic of the Denver bakery) &quot;Here&#39;s an idea: you&#39;re forced to make a cake, why don&#39;t you poison it?&quot; The other (main) owner once said we should do a promotion of the rainbow cake we carried because Target&#39;s pro-gay ads were met with people vowing to shop at Target. Oh, and a really sweet kid wanted a Broadway themed 12th birthday cake and behind closed doors, the co-owner who wants to poison gay wedding cakes called him a faggot. Boycott that place. Oprah endorses them, don&#39;t listen to it."
1;beeing gay is anti human
0;why push for gay when the population number is going down
0;"Fun Fact: Trump has promised to sign the &quot;First Amendment Defense Act&quot; (FADA) which is an anti-anti-discrimination bill.<br /><br />Dark days loom ahead."
1;incoming racist people
0;This is so scary! Just listen to the music!
0;He sent out this inflammatory memo to weed out the leaker!!! He knew the immigration narrative is polarizing and he needed something that the media would take the bait. And they did. Now they are fixing the leaking issues and liberals fell for it...again!!!!
1;"Rednecks, here&#39;s the reality: There are 55 million LEGAL Latinos here. With so called, 10 million &quot;undocumented&quot; there are 65 million. There will still be 55 million of us and we will still be the majority by  2044 (Census) even if you kick out the 10 mil!  Deal with it strawchewers! Take a Spanish course! LMAO! Besides we&#39;re genetically superior anyway! ROFLMAO! XD VIVA LA RAZA!!"
0;So fake oh jesus why he like to do that fake stuff gabage news
0;and you people more support kosovo and albania,50% terrorist comming of this countries
0;7/7 and IRA bombings?
0;Absolutely pathetic list. NONE of the major slaughter of innocents mentioned.
0;September is a fucked up month with all these terrorist attacks
0;"I don&#39;t get why you would do this? It&#39;s fucked up!"
1;"You know what, I&#39;m racist and let&#39;s just ban Islams in catholic nations maybe that could decrease the terrorist attacks"
0;September, totally the worst month ever.
1;sons of bitches
1;they are all fucking assholes
0;"I&#39;m honestly still entertained by the fact that the iPhone 7 ended up having the entire headphone jack removed..."
0;What is it with the South and being anti- progressive?
0;"So you&#39;re saying the government should force businesses to make certain decisions even against their will? You&#39;re saying that the alternative of taking your business to more open-minded people (giving the closeminded people less money) is bad and immoral?? The beauty of capitalism is that the free market regulates these things: if you don&#39;t cater to homosexuals, you will get less money!!"
0;"In other words, can&#39;t have your cake and eat it too"
0;"In nearly EVERY state in the union, you can be fired for completely arbitrary reasons because they are &quot;at will hire/fire&quot; states. Meaning, so long as the terminated employee cannot prove that it was done solely on the guise of sexual based discrimination (good fucking luck there), it doesn&#39;t matter what the reason is. It&#39;s part of the reason why capitalism favors the wealthy / authority / people in charge."
0;"Agreed with most with what he said, until he stated that business&#39;s have to accommodate gay people.Â  Business owners are allowed to refuse any one they want."
0;"This is  why  the  American people  don&#39;t  trust  the  media and  I  couldn&#39;t  agree  more  with President  Trump. This  is  false  news at its  best , now  please  report  the  facts please, otherwise  please  be  quiet."
0;in California illegals are allowed to vote
0;Trump: if its not in my favor, FAKE NEWS<br /><br />Trump supporters: if its not in our favor FAKE NEWS<br /><br />Good argument...
0;we need to round up the congressional black coupe so that we can finally fix the inner cities. they are the reason the inner cities are the way they are
0;"That&#39;s as natural as it gets."
0;In cri vel
1;JAPAN ONLY REJECTED 99%? THEY SHOULD REJECT ALL THOSE MOTHER FUCKERS.
1;"This guy is a politically correct STUPID hack, IF it was only syrians going in THEN it would be good since most syrians are mostly as he described the &quot;refugees&quot;, the problem is that an absolute FUCKTON of economic migrants who want to do nothing but get pensions and exploit the welfare states in Europe MASSIVELY outnumber the REAL refugees, over 80% of the people being taken in are economic migrants from places as far away as MOROCCO and AFGHANISTAN, NOT legitimate refugees, plus a VERY large portion of them and by them I mean the economic migrants are radicalised muslims, legit jihadis or straight up criminals, welfare in Europe is also so good as well that many of these migrants don&#39;t need to work plus when they choose to commit crimes and mass rapes like Cologne, Germany or riot, European men are EXTREMELY feminised or screwed over by their own women or the feminist governments that they either WON&#39;t or straight up CAN&#39;T protect their women, and just add that weapons are pretty much ILLEGAL in Europe, that&#39;s why they don&#39;t want more &quot;refugees&quot; and people like Donald Trump want to place TEMPORARY bans on immigration from countries like Syria, we can&#39;t vet them and a lot of them are freeloaders and either criminal or jihadi scum"
0;i love this video
1;Your autopsy not completed boy... Go back to being dead...
1;You’re the kind of white that makes white people hate white people
1;You should be so meaner to dyslexic people.
1;You said he but still not convinced this is a male. A sorely lost hipster girl maybe though
1;You can ask me to call you a male, but you'll always be a woman
1;Wow does ur mom know how gay u are
1;With no legs you are just a bag of meat in your household. Do them the favour and get dead already
1;With her nose she can detect an immigration officer from 70 yards
1;Why researchers invest their time on better wheelchairs? Those cunts did not deserve it!
1;why haven't you faggots taken the bi-pill yet
1;why does that african american monkey hold gun like that?
1;Why does Bulgaria exist as a country? It's one of those homosexual ones.
1;Why are we not allowed to kill christians?
1;Why are niggers superior athletically to all other races?
1;who gives aa fuck about shit diamonds from the jews fuck them both
1;white people are shit human beings
1;What imaginary gender are you?
1;what happened in the good old days when these freaks did not exist ? which sewer have these freaks dragged themselves out of ? its just a manufactured group of freaks who want to cut their cocks off and take it up the arse in the hope that the world will treat them as woman . it takes more than that to be a woman . stop pandering to these twats .
1;what a disgusting man and disgusting religion. He admits that muslim buy all their wifes !<br />.pff...This is why all muslims are poor...islam keeps them stupid !
1;well it's clear now why europeans can't differ niggers and shitskins from human
1;"Well I thinks it ok to turn female to male because they then can be used in the military and be stronger but male to female shall be banned so I guess a form of trans is ok because it&#39;s better for the state"
1;Weak beta male, hope he turns into a tranny after this traumatic experience, haha
1;We whites have higher IQ's than blacks, this is because IQ measures intelligence and we are the more evolved and superior race with a larger brain. 
1;we take everyone, sudanese niggers, egyptian shitskins, palirats, syrian and iraqi scums, they're all dogs that behave like niggers, they cost too much, especially syrians, there is way too many of them here, they are arrogant ungrateful backstabbing apes.
1;WE NEED THE NAZI PARTY TO RETURN.....GET ANOTHER HITLER...AND FORM THE SS....AND START AN ETHNIC CLEANSING OF ALL MUSLIMS...YES YES..GATHER THEM UP...PUT THEM IN A CONCENTRATION CAMP...THEN PUT THESE MUSLIM REFUGEES ON A SHIP AND SEND THEM ALL BACK TO THIER OWN COUNTRIES ....AND THEY CAN DO AS THEY WANT THERE...LIVE THIER WAYS AND BY THIER RIDICULOUS LAWS....<br />THEY DONâT ASSIMILATE TO THE NEW WESTERN COUNTRIES..AND TRY TO DICTATE TO US WHAT TO DO AND TO EVEN REMOVE JESUS FROM SCHOOLS AND OTHER PUBLIC AREAS...ARE YOU FUCKING SERIOUS...FUCK OFF YOU DIRTY SMELLING MUSLIMS...<br />STOP DICTATING WHAT WE CAN OR CANT DO IN OUR OWN COUNTRIES...ð¡ð¡ð¡ð¡ð¡ð¡ð¡<br />PEOPLE POWER MUST RISE AND SAY ENOUGH IS ENOUGH...TAKE SWEDEN BACK FOR SWEDES...TAKE GREECE BACK FOR GREEKS..TAKE GERMANY BACK..TAKE POLAND BACK..TAKE DENMARK BACK...SAVE OUR COUNTRIES....AND TAKE EUROPE BACK.<br />INTRODUCE AN...SS...STYLE POLICE...AND CLEAN UP THESE STREETS AND GHETTOS....FULL OF DIRTY MUSLIMS...ITS THE GOVERNMENTS FAULT FOR ALLOWING THS SHIT TO HAPPEN....SEND THE MILITARY IN..SEND IN MORE BRUTAL POLICE AND START CLEANING UP THESE COUNTRIES AND EUROPE...<br />MUSLIMS ARE INVADING EUROPE AND WE ARE ALLOWING THIS TO HAPPEN.<br />IF THIS WAS IN ANCIENT TIMES OR EVEN 100 YEARS AGO AND ISLAM INVADED EUROPE....IT WOULD BE AN ALL OUT WAR.<br />BRING BACK THE CRUSADERS AND AN ...â SS â...STYLE NAZI POLICE. <br />WE MUST UNITE AND STAND UP AND PROTECT OUR DEMOCRATIC COUNTRIES AND LAWS AND WAYS...AND ELIMINATE ISLAM AND THROW THESE DIRTY  SMELLING MUSLIM...ANIMALS OUT AND SEND THEM BACK TO THEIR OWN COUNTRIES AND THEY CAN LIVE AS THEY WISH..THEY CAN FUCK THEIR GOATS AND RAPE THEIR OWN WOMEN.. <br />FUCKING DISGUSTING MUSLIMS...LOW LIFE DIRTY RACE...AND ISLAM IS NIT GODS RELIGION...ITS A CULT..ITS A RIDICULOUS UNETHICAL AND IMORAL CULT..! ðð ...ITS SATINS WORK..SATINS PREACHINGS. <br /><br />GOD..THE CREATOR OF THE UNIVERSE....DOES NOT PREACH TO KILL INFIDELS AND KILL NON BELIEVERS... AND TO HAVE 3...4...5 WIVES AND COMMIT PEDOPHILIA..AND MARRY 9 YEAR OLD LITTLE GIRLS..! <br />MUSLIMS....WHO HAVE NEVER CONTRIBUTED TO HUMANITY....NEVER INVENTED ANYTHING ....NOTHING POSITIVE COMES FROM ISLAM...THEY CREATED NOTHING..INVENTED NOTHING...CONTRIBUTED NOTHING TO THE HUMAN RACE....<br />MUSLIMS, JUST LIVE IN OUR WESTERN DEMOCRATIC COUNTRIES...ENJOY OUR WAYS ..MILK THE WELFARE SYSTEM...AND RUIN THESE COUNTRIES...CREATE PROBLEMS...FIGHT...STEAL AND CREATE CRIME...SCARE PEOPLE...TR6 TO CHAGE OUR WESTERN WAY OF LIFE AND EVEN RAPE OUR WOMEN.. <br />FUCK THESE COCKSUCKERS...BURN THEM ALL...IMPALE THEM...WE MUST FIGHT BACK AND UNITE AND CLEAN EUROPE UP AGAIN.<br />SOON GOD WILL SEND HIS TRUE MESSENGER....TO PLANET EARTH ð...GOD WILL SEND A CLEAR MESSAGE ...TO HUMANITY AND THE MUSLIM PEOPLE ...WILL FEEL THE WRATH OF GOD AND SUFFER THE CONSEQUENCES....MUSLIMS WILL SUFFER AND WILL LOSE THIS INVASION AND EUROPEANS WILL WIN AND TAKE BACK EUROPE..<br />This is the beginning of the new CRUSADES...Christianity vs Islam...the crusaders against Islam and we need to fight and protect our way of life and Democratic society..ðªðºðªðºðªðºðªðºðªðºðªðºðªðºðªðºâï¸âï¸âï¸âï¸âï¸âï¸ð¡ð¡ð¡ð¡
1;U SUCK SHIT YOU BLACK FUCK
1;Two things are apparent: one, not a male and two, your ass is indeed sorry that it’s been turned into a drive-in.
1;transgenders need help...they are sick in the head. Civilization has messed up the world. Soon enough, people will claim to have the right to change to animals and it will be seen as human rights or right to choose
1;Transgenderism is a DISEASE. Transgenders are an abomination. Not only that, but they’re also lying to themselves. You CANNOT. change your DNA from male to female, or from female to male.  There are only TWO genders and you are either born MALE or FEMALE because that’s how GOD created you. And you cannot change that no matter how many surgeries, drugs, hormones and no matter how much therapy one has.  FACT
1;Those black people are fucking pale
1;this was shit the guy should of boxed his head off and thrown him through the top window,fuck peoado muhamed and islam
1;this the type of dude you see on chat roulette at 2:39am
1;this is why indian subs should only count 0,5
1;This is so sinful. It says it in the bible you dumb fucktards. Stop saying YOU WILL GO TO HEAVEN IF YOU ARE GAY. because you will not go to heaven. Trust me its a fucking choice my GF dated girls and I was her 2nd bf she dated like 12 girls and she is 100% straight. You can change to the right side :)
1;This is considered WHITE in Sweden. No wonder they accepted all those black and muslim immigrants. They are literally color blind.
1;This homo faggot Spike Lee wore this at the Flopscers. Notice the blatant subliminal messages.
1;They should have beat his ass. He deserves it.
1;They are insolent parasites and always have been. I bear no ill will to Christ, but the jewish race itself is a plague.
1;These people are fucking animals they will never change. Our cultures are simply not compatible. There is definitely a rape culture and itâs right here with Islam.
1;These kind of fake photos of blacks pisses me off. Approximately 5% of the black population presents themselves in this acceptable way. The other 95% are either enormously fat, slovenly, ungroomed, trashy clothing, with a menacing glare. These are white people in blackface.
1;their dark coloured race doesn’t mean shit
1;The world would be better without white people because they stole from the black Egyptians in the before christ ages they was poor we wasnt whites<br /> ruins everything for black people/White people have pig dicks and no shape no hips or no booty they have to get plastic surgery as us blacks get it from our mother whites brought skin cancer to america so learn some facts before you try to run us out america when we was here before yall racist ass smelly crackers and dont say you will beat my ass because you cant and if you wanna find out drop your adressðï¸ð¯ð
1;The wheelchaired woman was actually scary
1;The safest most civilised society in the world - Japan - has banned Islam.. coincidence?
1;The power of Christ compels you! You demonic whore, you will feel the wrath of my petrol you wench!
1;The only thing more repulsive than a nigger is a nigger faggot. Self-hating whites shower images of cross-dressed niggers with praise because the modern left fetishizes all forms of depravity.
1;The guy should feel shame to be gay. It is such a wrong choice. Bad influence on young people. Never seen being proud of being gay. It is like saying being proud of rapist. Awful !  The only time I am so disappointed at Trump. Under political pressure, he failed to stand up for the ground, the right thing !
1;the fat bitches are annoying as hell
1;That fucking black cunt gets fucking cross hairs on the fucking head! Look I owe not shit to anyone who dosent owe me!!! LOOK WHORE!! FUCK YOU TO DEATH!!! 11 PERCENTILE AND FALLING!! WHORE BLACK RACIST WHORE! TAKE THE RED PILL!
1;Syria war is over they can go back its safe now.
1;Surprised that the burqa is banned in Belgium, but not in Poland where they are is much more looked-down upon. Kill them
1;Stupid ugly asian tan ass snitch
1;Stupid feminists. For FUCK sake! Just....Just....fucking kill yourself.
1;stupid black women,if i were in that restaurant, i would had whipped their ass
1;stone throwing must be legal when against women
1;Stand the fuck up and take them out all you fucking lazy white males! fuck being called a racist protect your woman and children. If you find it in the street kill it and bury it right there these animals will wipe you out if your not careful
1;smack the fat ass out of her
1;Shemales are paranormal creatures. We shouldn’t let them be free. Neither be captured. Just dead and buried already
1;She then suggests that the men who commented on her video should be killed.
1;SEND ALL GAYS TO HELL
1;Roses are red. Your sweatshirt is blue. When a white girl gets raped, the suspect is you!
1;Racist ass white ass people
1;Racist ass black bitch slapping a white man.<br />Bus driver has that uppercut for that ass.
1;phuck white rasist ass people
1;People with traumatic brain injury should have the ability to get euthanatize
1;"People who say ""YAAAASSSS QUEEN"" should be sterilised"
1;Pale cancer! Back to your west pacific ocean
1;Our home-grown animals are infinitely preferable.
1;Or maybe just don't follow degenerate sandnigger religions from the middle east?
1;Only black lives matter. fuck white people the cancer of the earth
1;Only a fag doesn’t want to see two chicks do it, you don’t want your son to grow up to be a fag right?
1;Now LGBT is okay in Islam. Go to get killed
1;My God, the cancer is spreading
1;Men can see beauty, so they don't want to sleep with black women or make goblin babies.
1;men and women are not equal.  irrational contrary belief and policy only result in mounting failure.
1;Maybe it's because you're autistic?? Wish you death
1;lowlife black animals
1;Looks like the gay poster boy with syphilis
1;Look at these gay ass niggas. lol. Acting like they some bitches.
1;lock women up at home . Female are just to stupid to understand anything . <br />Iam Agnostic .
1;Lmfao that fat slob in the wheelchair
1;LGBTQ+ are mentally ill. Period.
1;Let’s go beat these queers!
1;lesbians cant do math fucking mood lmao
1;Lesbian chewbacca
1;kneel down, white boy. its the era of brown people now
1;Kill those pig eaters fuck those americunts send them to hell
1;kill the gays
1;Kill every white people mercylessly.
1;Kill all muslims
1;Kill ALL black people.
1;Just look at that crowd!!! ALL FAT WHITE TRASH OR METH ADDICTS
1;it takes a fat black bitch to say something super stupid
1;Islam! Lets beat their feminist ass.
1;Islam is pig shit
1;Islam is hell .  We Asian hate isalm...Islam bring only destruction..killing.  rape... rufugee.... Islam is hell .. Asian thought ððsorry...but is true
1;Islam is  the home of terriorism .
1;Is this world filled by those stupid female bitches?
1;Indian Ned Flanders. You look like you professionally harrass subpar women on Facebook
1;Incest baby that got double-down syndrome
1;In my dream I wished you have died! Don’t call yourself man, while talking like queen.
1;If your fucking with a cool female is all good but if your fucking with a bitch you need to break her ass and shake her ass
1;If you are a fking queen, you can move in any direction. So please move away from the camera that was used to take this picture. That applies to every women
1;If i were you I would inject lethal heroin to my sick child immediately!
1;If I had Down syndrome I would kill myself
1;Id beat the fuck out of his ass if he wasnt an actor
1;I’d love to destroy him but I am in more need of tech support.
1;I’d get my money back if I were you. Your sex change was a complete failure.
1;I would love to watch tearing apart every christian or muslim
1;I would beat the shit out of every Russian
1;I wish HIV to your butthole male whore
1;I WANT EVERYONE ELSE TO PAY FOR MY EDUCATION AND HEALTHCARE AND HOUSING, FUCK YOU WHITE PEOPLE GIVE ME YOUR MONEY WHITE PEOPLE FUCK
1;I thought kids with Down syndrome were not accepted by families!
1;I notice that the LGBT cancer is starting to slowly affect SA countries like Japan.
1;I mean it's great that you're proving that Asians are devolving, but you didn't finish making my iPhone...
1;I love deaf people. I can scream on them and I can scold them
1;I liked macklemore,  not anymore , gays should fucking die motherfuckers cocksukers
1;i like dead refugees on my shoreï»¿
1;"I just don&#39;t like Homosexuals raising kids it&#39;s my opinion."
1;I hate being a man, wish I was a lady and no man on earth existed
1;I fucking hate gay and lesbians they are all animals
1;I feel uncomfortable when I’m in the same room with an abnormal disabled person
1;"i don&#39;t blame texas, trans should be looked down upon"
1;I don't hate women i just think that they have nothing interesting to say. None reason for existance.
1;I didn't know future gay gym teachers had to take AIDS tests.
1;I dare you to choke her next time. Every one of them
1;How does these frikin faggots get a whole month to themselves and veterans that actually do something incredible for us only get a dayð¤ I hate lgbt
1;How can Europe allow millions of rapists animals to go there ?
1;Hopefully the non-white parasites will flee to a new host nation. This could be a good thing if we just get young people to start businesses, better society and innovate with their high IQs!
1;Hope you fucking die bitches gay people should not exist all you do is lick one another’s ass
1;Homosexuality and transgenderism is a mental illness and a sexual perversion!
1;Hello I'm calling from tech support *with Indian accent*
1;He is right. Islam is indeed very pissful.
1;hahahahahahahahaha europ fuck you fucking nazis
1;Gun shot fi gay get all of the guns them out,the police must give we the rights to kill all gays, gun shot at all gays suck your mothers all gays
1;Grow some fucking balls and take back your country, bongs. Start killing reporters, politicians, and Asians.
1;Go bleach yourself black pussy doll and then come talk to me
1;Glad they beat his open ass
1;GAYS WAS NEVER AFRICAN AND NEVER WILL BE SICK WHITE PEOPLE  GO FUCK EACH OTHER <br />LET US BE
1;gas yourself, you aussies are all retarded
1;fucking stupid feminist bitches
1;fucking slut deserved it
1;FUCKING NIGGER GO BACK TO AFRICA
1;fucking monkeys kill them all
1;FUCKING migrants need BAN . fucking animals
1;Fuck u anti muslims heartless assholes u will go to hell
1;Fuck that shit this bitch ugly and she has a penis,oh hell nawww!!!
1;FUCK THAT HOMO DUMB ASS PRICK!  SHOULDA LET HIM GET FUCKING EATEN!  ASSHOKE FUCKING WORTHLESS DICK.... NOBODY WOULD HAVE MISSED HIM!
1;Fuck Sweden. Let it die like the degenerates they are!
1;Fuck off niggers WV is full
1;fuck niggers, they don’t need rights. all I want for christmas is a lynched nigger.
1;FUCK GAYS disgusting
1;fuck bulgaria stupid country
1;Fuck  serbije  kill  them all
1;France let them refugees in and this what happened fucking animals
1;Filthy Chinese 
1;"Feminism is just about women crying about the fabricated bullshit they go through. It&#39;s a JOKE! They should just man up!"
1;feminism and Islam are of the same spirit
1;Fat lesbians
1;fat bitch....she need that black cucumber up her tight u know what....lmfaooo
1;Faggot. You're probably a fatass too.
1;EXECUTE OHOMO AND HIS SHEMALE BITCH MIKE.
1;Everyone hates you because you’re gay
1;Even when at the income advantage, niggers still get btfo because your race are monkeys trying to do human things. They should be extinguished
1;even god hates dominicans. why else did he shit them out on the same monkey island as the haitians?
1;"Europe is land of white people. Don&#39;t let africans take over our home. Fuck islam. Fuck multiculturalism."
1;EEEWWWWWWW TRANSGENDERS ARE FUCKING DISGUSTING
1;Down syndrome? Problematic people must be dead
1;does your little sister know you are wearing her clothes bitch tits?
1;Do women born to be whores? Ot they develop it later
1;Do the world a favor and pour some bleach into that glass
1;"Do lesbians know what a bra is?<br />It&#39;s always the fat ugly ones  who pick a fight."
1;Disgusting sick queer kill yourself
1;Disabled kids are annoying and not cute.
1;Die fucking arab dude sand niggas
1;Did you use the “Tan” or “Dark” filter?
1;destroy islam
1;deport these cunt asians
1;Deport all niggers, spics, chinks and other undesirable from white nations. They don't belong in our white nations, they're invaders and enemy forces.
1;Crazy auntie get rid of your autistic son and make good to planet
1;Come out of the closet, we know you’re in there, we’ll bury you. 
1;citronella is a great venezuelan repellent
1;Catholicism is the beast that comes out of daniels dream interpretation.
1;"CANCEROUS ugly tarded beings !(except lauren) DIE FUCKING ALREADY WASTE OFF WHORES NOBODY WILL MIS YOU UGLY DUMB TARDED WASTES OFF SPQCES ð FUCK women and Islam rights, don&#39;t like it here fuckoff and die ð"
1;Burn them all down and kick Islam out of EU...We support you...Fuck Islam.
1;Bulgars are Indo Europeans, Turks are not, you ignorant pakisven. Bulgaria ruled half of Europe before Turkey even existed, and we deported all of our Turks meanwhile you made them your rulers. Sven is a fake german country ruled by arabs.
1;Bro just delete yo shit off YouTube rn. Fuck outta here with yo clout chasing ass.
